-3.918864,91.6
-3.755578,91.6
-3.592292,91.56666667
-3.429006,91.76666667
-3.26572,91.8
-3.102434,91.86666667
-2.939148,91.83333333
-2.775862,91.93333333
-2.612576,91.93333333
-2.44929,91.9
-2.286004,92.03333333
-2.122718,92.23333333
-1.959432,92.06666667
-1.796146,92.16666667
-1.63286,92.33333333
-1.469574,92.4
-1.306288,92.3
-1.143002,92.46666667
-0.979716,92.53333333
-0.81643,92.63333333
-0.653144,92.7
0.653144,93.2
0.81643,93.06666667
0.979716,93.06666667
1.143002,93.2
1.306288,93.16666667
1.469574,93.26666667
